"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000003402",3368.72335143759,1.16249955503505,0.12613859325296,9.21604978346122,3.08247090040442e-20,7.91254606552965e-18
"ENSG00000003436",5053.34063480256,-0.325443615737941,0.19941174475115,-1.63201829533194,0.102675632127675,0.322727153594645
"ENSG00000003509",302.835086615061,-0.100895148270165,0.125090107321186,-0.806579756232062,0.419908640722242,0.713270117063521
"ENSG00000003756",2957.87449781706,-0.183767842696341,0.0805067784644697,-2.2826381355881,0.022451692650857,0.115147607584568
"ENSG00000003987",30.2673614014711,0.754687159849458,0.350816093213989,2.15123300911146,0.0314578128454289,0.146009370378186
"ENSG00000003989",39.5398447202775,0.586932349134411,0.730281578311021,0.803706907809252,0.421566263730165,0.714323233854705
"ENSG00000004059",1684.3217819095,0.379689771039627,0.114194253668624,3.32494638601898,0.000884355393154989,0.00941039458822047
"ENSG00000004139",312.643392000576,-0.0807770695340689,0.204992488866269,-0.394048923357214,0.693544919624481,0.889780575003368
"ENSG00000004142",1468.18173216884,0.152287930258551,0.127375714151651,1.19558058043342,0.231860273432263,0.523015168473581
"ENSG00000004399",3661.96471974267,-0.0519472643852773,0.217224517166476,-0.239140890093295,0.810996335736454,0.941262894070703
"ENSG00000004455",1236.90625297069,-0.091856797210608,0.164577790992833,-0.558136044094846,0.576751489362952,0.821567090519366
"ENSG00000004468",5.59935950029571,0.241581280751129,0.814160769394587,0.296724295535352,0.766677006807131,NA
"ENSG00000004478",612.469678830193,-0.00303832191426239,0.166569999965577,-0.0182405109857134,0.985446984911898,0.995355988415731
"ENSG00000004487",1255.80031118487,-0.334105525803975,0.0960383685466787,-3.4788754834125,0.000503522488068514,0.00602833840458311
"ENSG00000004534",1306.14906893784,-0.303531255147871,0.158959516858264,-1.90948778120981,0.0561991964869906,0.217793457214809
"ENSG00000004660",79.865424377978,-0.645176178926641,0.378102799643159,-1.70635123446728,0.0879427042576941,0.291633951386638
"ENSG00000004700",1510.20849871797,0.409553280859462,0.119162326764858,3.43693591740307,0.000588334782722808,0.00677211546940889
"ENSG00000004766",495.212595858396,-0.114356684939011,0.129941106529194,-0.880065500391271,0.378823827183799,0.677801189338975
"ENSG00000004776",12520.3502740741,-0.154542224152927,0.245604661254276,-0.629231641466808,0.529197416702845,0.787974866400506
"ENSG00000004777",104.39554381318,-0.471433085352384,0.409422542903284,-1.15145854453781,0.249543640579516,0.544511128678808
"ENSG00000004779",366.340319770589,0.109903471791766,0.136529808340387,0.804977851560165,0.420832460945952,0.713813439526639
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100023,0.0378786102245328
"ENSG00000004809",1.40994350389939,0.052832181769986,1.54297791913916,0.0342404004066769,0.972685450549879,NA
"ENSG00000004838",16.3434516100777,-0.92393669169944,0.411508242282734,-2.24524467984929,0.0247524292447516,0.123402931988373
"ENSG00000004846",22.073292550198,-1.58995194445523,0.649411531150704,-2.44829644715111,0.0143533506434518,0.0843950499188629
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612597,0.274609505270913,0.203829497475113,0.838486741058831,0.95315482198724
"ENSG00000004866",523.884326788918,-0.614081619055331,0.212089244659416,-2.89539255062866,0.00378684648108076,0.0307827451466493
"ENSG00000004897",1680.01793286077,-0.161864823437842,0.100728098672947,-1.60694806682889,0.108065760930767,0.333625081487671
"ENSG00000004939",8.67357060287904,-0.609551433429434,0.567082211231344,-1.0748907677881,0.282423635835142,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576111,0.141786728980657,-1.17332640206974,0.240664938546396,0.533196504300053
"ENSG00000004975",1003.16479833127,-0.346747940303977,0.162599798919052,-2.13252379528834,0.0329638104611162,0.150963685949079
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287272783175,0.0941992558624933,2.34914034890252,0.0188168126299105,0.102326975684019
"ENSG00000005020",752.819690039845,0.0733029402924759,0.150904592180905,0.485756856256568,0.627139566832964,0.852988660950628
"ENSG00000005022",1300.3667432696,-0.0771831248020295,0.116845445287459,-0.660557410792915,0.508896189256979,0.776204976279491
"ENSG00000005059",215.744400092371,0.223333752600805,0.257311169187217,0.867952033742885,0.385420591813391,0.684393816744496
"ENSG00000005073",0.424982332670398,-1.07930236636249,2.58025387821646,-0.418293089480224,0.675732841561912,NA
"ENSG00000005075",614.656589191918,0.0987773493243675,0.160706698122364,0.614643636378846,0.538790090092249,0.795453866957054
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122697675,2.40301088003,0.0162607036290805,0.0927224334328617
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823335,0.623894022308237,1.49356365104419,0.135289705997271,0.380706539823239
"ENSG00000005156",284.201575596381,-0.385473065910858,0.204307350860468,-1.88673126193152,0.0591964806370394,0.225599068758923
"ENSG00000005175",347.42491006876,-0.199143010245033,0.288689162982698,-0.689818101197543,0.490308584010546,0.762986007712562
"ENSG00000005187",26.7924966379797,-0.327506483008554,0.412451020525773,-0.794049394255503,0.427166676535541,0.718188201169046
"ENSG00000005189",79.0300154216569,-0.439826193613962,0.271072683962309,-1.6225397084832,0.104687838022178,0.326813571144928
"ENSG00000005194",458.750922474384,0.128001736266059,0.161088911318154,0.794603025240219,0.426844458014827,0.717819384268516
"ENSG00000005206",687.428245938322,0.101318274776525,0.139402935093711,0.726801589280859,0.467347509365879,0.747502863210114
"ENSG00000005238",705.733199499233,-0.205823489524856,0.115328505483067,-1.78467143628316,0.0743146266807591,0.261378314231328
"ENSG00000005243",993.989596404182,-0.106568977506577,0.185248561010843,-0.575275602277631,0.565104919211732,0.815101050346966
"ENSG00000005249",301.336933757971,0.660280961014528,0.225566737068366,2.9272089032099,0.00342019064586769,0.0283984579669223
"ENSG00000005302",469.935385547665,0.190286827870619,0.159050032796022,1.19639603039037,0.231542049698318,0.522725930281434
"ENSG00000005339",2604.13968768159,-0.104401332172606,0.13577765682364,-0.768913933374264,0.441944405344314,0.729978007604831
"ENSG00000005379",158.961412885247,0.120941682055533,0.284870280471275,0.424550015731557,0.671164737312812,0.877828408216373
"ENSG00000005381",7.12408517617175,1.17019134148191,1.30316102492093,0.897963735182239,0.369204883576435,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156959065151112,0.139209882251132,1.12749944625312,0.259531374500312,0.556980670435334
"ENSG00000005448",234.244457375311,0.280155169186945,0.158303055515801,1.76973949286141,0.0767705476710291,0.267100837233571
"ENSG00000005469",422.232491862876,-0.273993709010047,0.243915852510195,-1.12331243004632,0.261304826513208,0.559599826346585
"ENSG00000005471",33.2839581855106,-1.22916811609888,0.509500416060422,-2.4124967857791,0.015843677139421,0.0909944976399435
"ENSG00000005483",1867.57277020935,0.0138035781207219,0.131030399674374,0.105346378817628,0.916100962713306,0.977204471072899
"ENSG00000005486",856.445860419445,-0.151783526798139,0.189515705010902,-0.800902103545495,0.423188322237249,0.715624609473263
"ENSG00000005513",4.19025057528613,-0.664739149857678,1.01931793248964,-0.652141131505539,0.51431013205333,NA
"ENSG00000005700",579.449582755315,-0.0875213502560928,0.132880287580665,-0.658648109885846,0.510121761434503,0.777127043952903
"ENSG00000005801",220.819344240061,-0.245459370014947,0.221066529575965,-1.11034162650389,0.266851841959626,0.566032373456377
"ENSG00000005810",2862.99024994653,-0.0627162845815624,0.120435293399691,-0.520746724744752,0.602543220209643,0.839002388567073
"ENSG00000005812",1499.03049853399,0.408597279763835,0.171642594415878,2.38051214009171,0.0172885913594475,0.0969483723721514
"ENSG00000005844",3.21951546901152,-0.938815055265798,1.14112424414502,-0.822710638287421,0.410672564199661,NA
"ENSG00000005882",1066.40685200078,-0.127921181717227,0.145631561059124,-0.878389140285965,0.379732575702037,0.678398065192319
"ENSG00000005884",1294.27596518976,0.333534620078871,0.276376751676439,1.20681141975845,0.227504777131263,0.516885666014548
"ENSG00000005889",800.115454708102,0.0162935634136017,0.227734262436878,0.0715463858589034,0.942962908542993,0.985126994075157
"ENSG00000005893",5133.58060707205,0.0430752555250932,0.0826645473308723,0.521084998538499,0.602307560799643,0.838954107266679
"ENSG00000005961",10.2882547896421,-0.619822633493087,0.637196518932068,-0.972733866361826,0.330685588885707,0.636855702400055
"ENSG00000005981",6.43695995371267,-0.629663993690988,0.791503566243411,-0.795528940797403,0.426305883040454,NA
"ENSG00000006007",2603.73463702376,0.180766912818254,0.146939239347761,1.23021538440412,0.218616460356818,0.505067943666924
"ENSG00000006015",386.908775735769,-0.0531752737518224,0.320215053323633,-0.166061130480582,0.868108842764189,0.962595056357521
"ENSG00000006016",160.452316906975,0.19213046994241,0.49293950610238,0.389764803924045,0.696710471904022,0.890964643173641
"ENSG00000006025",160.463406583492,-0.652554601970697,0.31511413786308,-2.07085155364955,0.038372670734467,0.166902383191701
"ENSG00000006042",3151.10977435982,0.00904096047030036,0.0981847999692154,0.0920810601349195,0.926633636336109,0.979848296697805
"ENSG00000006047",0.673880264953231,-0.28828899277285,2.11000864921007,-0.136629294330513,0.891323820109254,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450785,0.273247251714692,-2.13794553754839,0.032521163750314,0.149433563409741
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430527,3.11297552346532,-0.326238152741641,0.744244177343653,NA
"ENSG00000006118",458.98540697157,-0.549888036433399,0.221087251532323,-2.48719920584387,0.0128753281276378,0.0782491350293235
"ENSG00000006125",6730.77886718365,0.0802578614252502,0.108527831422327,0.739514098581159,0.459594881897605,0.741708295862083
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228138,0.102590118814751,1.08870254288153,0.276285080082541,0.576796707394176
"ENSG00000006210",15.8841012169951,0.950279868961293,0.613169636818377,1.54978298320856,0.121193612701809,0.357444452652171
"ENSG00000006282",1394.30895675099,-0.1069815307671,0.168558648654664,-0.634684316829564,0.525634324229567,0.786189060179029
"ENSG00000006283",61.3642320498775,-1.1734754984476,0.461209913945002,-2.54434144402961,0.0109484004703001,0.0691754380987461
"ENSG00000006327",587.259201120954,-0.146104464368208,0.321307056544269,-0.454719127365564,0.649311318367702,0.865653161679476
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252304,0.735202753909316,-0.2972839194224,0.766249757438886,NA
"ENSG00000006451",1108.16420749476,-0.569179433484934,0.210671518782452,-2.70173888133731,0.00689779102980184,0.0483025745836137
"ENSG00000006453",212.928764376348,-0.273778930114722,0.157637938516277,-1.73675786864247,0.0824299185451971,0.279409381460835
"ENSG00000006459",410.885814318294,0.00560167733293174,0.312423497968499,0.0179297567864007,0.985694890343951,0.995355988415731
"ENSG00000006468",210.179164493274,0.0486120622106888,0.406144751488524,0.119691469685439,0.904727557984073,0.973229552217401
"ENSG00000006530",277.887455661785,0.0331563103437816,0.201432210451739,0.164602822306443,0.869256609641729,0.962892622002637
"ENSG00000006534",1145.46216651212,0.427916521981315,0.262825503337947,1.62813926558372,0.103495359332216,0.324386841284441
"ENSG00000006555",4.76708315841851,-0.610580002303311,0.81152336099744,-0.752387462454377,0.451818084081442,NA
"ENSG00000006576",1076.37418478476,-0.416587761528712,0.195871238275192,-2.1268449885604,0.0334329648961395,0.151963461390166
"ENSG00000006606",4.01454411368169,-0.433957880934368,0.899385404115911,-0.482504918301343,0.629447305388051,NA
"ENSG00000006607",957.991889094816,0.595861925335497,0.155053660032136,3.84294008417473,0.000121569155349056,0.00186730715797307
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236945,0.251338881257276,-0.432560285512123,0.665334246715656,0.874771001519977
"ENSG00000006634",92.842938687114,-0.448347904396766,0.297818726995479,-1.50543892561724,0.132211267773655,0.375554705012447
"ENSG00000006638",64.0929103692678,-0.485251401133075,0.293993814909446,-1.6505496936476,0.098830558284867,0.315141721621092
"ENSG00000006652",1086.50811752792,-0.0509940198887063,0.218671138830314,-0.233199589856606,0.815606424318226,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485808154122548,1.54326977280484,-0.314791465940273,0.752919991766878,NA
"ENSG00000006695",181.541477163383,0.196125214278232,0.202800613536876,0.967083929667545,0.333502078449125,0.639110335076807
"ENSG00000006704",291.607449568848,-0.0413723899708151,0.235419432246686,-0.17573906102816,0.86049894658265,0.960055439907996
"ENSG00000006712",1114.82190220928,-0.238931913803265,0.129796464174851,-1.84081989692259,0.0656479560439432,0.241670745884553
"ENSG00000006715",2208.49179423824,-0.139604325402341,0.134206350802652,-1.04022145425611,0.298237026189128,0.601918944780696
"ENSG00000006740",43.379700039727,-0.0199689503688893,0.379717673169517,-0.0525889411525352,0.958059428460436,0.990092804096439
"ENSG00000006744",938.900417504684,0.251716749270148,0.153817421525027,1.63646449650824,0.101742410331926,0.32068445462581
"ENSG00000006747",27.7360544388753,0.203422873843575,0.487478817023702,0.417295822381724,0.676462043824573,0.880383058668313
"ENSG00000006756",545.414312401993,-0.0147901884830304,0.158864975823096,-0.0930991139261556,0.925824821364634,0.979848296697805
"ENSG00000006757",168.95903743019,-0.0157237739884888,0.154076056441706,-0.102052027755772,0.918715378436846,0.977935795089138
"ENSG00000006788",11.2024027852827,2.95519566506424,1.06558260348016,2.77331448112297,0.00554884688118727,0.0410739423341061
"ENSG00000006831",1095.78070752679,0.243869398068241,0.0932019222251781,2.61657047672308,0.00888180268437889,0.0589718990157467
"ENSG00000006837",75.3675602917904,-0.148190196448772,0.313415249367566,-0.472823823179637,0.636338876142255,0.858561450260531
"ENSG00000007001",2.00323736390909,-0.284334112908697,1.40169857367045,-0.202849684125844,0.839252522809243,NA
"ENSG00000007038",0.887380960584451,0.607941216458484,1.95110338653295,0.311588417433264,0.755353337868646,NA
"ENSG00000007047",813.832894191521,-0.0377195317853211,0.175117680289305,-0.215395337141322,0.829459105114653,0.949377127188741
"ENSG00000007062",2.45626676455035,-0.552453765236094,1.02526595865994,-0.538839469475969,0.589997626718132,NA
"ENSG00000007080",662.955088766559,0.244243803157057,0.158825019014686,1.53781693005478,0.124093382877979,0.362327797124927
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659543599554,0.103637244893997,0.497561995329948,0.618792796311417,0.847994417725154
"ENSG00000007171",1.482516982495,-0.53836348451661,1.78169943650055,-0.30216290889894,0.762527877851726,NA
"ENSG00000007174",2.70167247050387,0.3837796388877,1.02562238283566,0.374191949503497,0.708261513035224,NA
"ENSG00000007202",6545.03722366678,0.0244029370808357,0.0920226484586692,0.265184033382782,0.790867694239057,0.932188592828276
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748927,0.960669066386979,-0.932449009852982,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785219,0.242085504303273,1.11657522230902,0.264175990730483,0.562818535921181
"ENSG00000007264",2.94325916834344,0.130029540920538,0.934638476623367,0.139122820398219,0.889353095514289,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274726,1.53120649871665,0.409713291969784,0.682016278399662,NA
"ENSG00000007314",0.779954153372703,-0.684393456023428,2.03068597952935,-0.337025745448861,0.736097492252037,NA
"ENSG00000007341",281.675425442917,0.215543120141385,0.241297144888477,0.893268423217377,0.371713443722541,0.67227132853808
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250077,0.515864168537291,0.397054117619472,0.691327553547924,0.888906755262688
"ENSG00000007376",258.460977739524,0.120341850177378,0.199984987868211,0.6017544189701,0.547337620150758,0.801624413162642
"ENSG00000007384",1823.38777953572,0.0868116045427578,0.15063912216123,0.576288571635744,0.564420146231179,0.814831723668743
"ENSG00000007392",686.873099124053,-0.103853477906686,0.11015966731478,-0.942754099010896,0.345806694835556,0.650325448439891
"ENSG00000007402",23.7963910924727,0.739536517962973,0.519137318907366,1.42454894115392,0.154287628317642,0.412769145181184
"ENSG00000007516",11.2010825391975,-0.211644977336862,0.707152760683605,-0.299291735964185,0.764717459523343,0.922091325006852
"ENSG00000007520",580.560487206145,0.0714336082153015,0.150656436193708,0.474149064056282,0.635393612949064,0.858050492029744
"ENSG00000007541",653.546283118955,0.22174801368761,0.164697298588304,1.34639739442185,0.178174390796739,0.448887043381769
"ENSG00000007545",622.76848387059,0.166768403599042,0.157642472414093,1.05789005364605,0.290105570284395,0.593015098118121
"ENSG00000007866",1620.52184915199,0.553934461373924,0.15683239505513,3.53201557101263,0.000412405071036863,0.00512797602697314
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.038429079375632,0.147724381429064,-0.260140397975437,0.794755477245055,0.933794500298812
"ENSG00000007933",877.805740707214,0.313996093721059,0.978772381072815,0.320806042132997,0.748357380267633,0.915794483205664
"ENSG00000007944",345.286662228229,-0.489789864742885,0.152322640726413,-3.21547645449895,0.00130228177585681,0.0129927914989139
"ENSG00000007952",10.1687462516428,0.809128458611173,0.573991511124129,1.40965230831819,0.158642373433987,0.419765294873785
"ENSG00000007968",3.95849086572913,0.162676335960989,0.819783077496734,0.198438270350411,0.842702177334498,NA
"ENSG00000008018",1517.71752051207,0.0478484393435418,0.110936141630953,0.431315156991105,0.666239230956933,0.875479131185291
"ENSG00000008056",17.7167030593017,0.67601356516321,0.45812472930449,1.47561029108713,0.140048540857972,0.388895333937292
"ENSG00000008083",305.072434597756,0.487459854580956,0.151932656612265,3.20839420207706,0.00133478408431635,0.0132556296418713
"ENSG00000008086",372.53707879909,-0.172935290532898,0.189039000412296,-0.914812764327596,0.360289932670942,0.661817883473476
"ENSG00000008118",6.947918731314,-0.861305707933994,0.797917010813575,-1.07944271930709,0.280390415851274,NA
"ENSG00000008128",563.813333715399,0.133368795438245,0.368609963170101,0.361815492699256,0.717489913933582,0.900355020840509
"ENSG00000008130",1713.6319552007,0.830141261205874,0.151385287768417,5.48363234923985,4.16680278548121e-08,1.65633144845441e-06
"ENSG00000008196",1.08416182794751,-1.40315172411911,2.31102921165506,-0.607154473445291,0.543748402231402,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477359356,0.774036918490951,-0.0221849208037954,0.982300446086931,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531184536,5.77137030291863,7.86294670022179e-09,3.76849138528035e-07
"ENSG00000008277",19.3106346175362,-0.0241064269363302,0.474529638107268,-0.0508006771346934,0.959484351300108,0.99010447922272
"ENSG00000008282",1985.33227996644,0.286864094058613,0.139662741870872,2.05397724701581,0.039977893939734,0.171710944558991
"ENSG00000008283",526.559923099993,0.0461205199046779,0.140844948264976,0.327455975331893,0.74332303565042,0.913694292259201
"ENSG00000008294",2928.30789180736,-0.166798754517567,0.135595725173804,-1.23011809040268,0.218652886651081,0.505067943666924
"ENSG00000008300",96.2831177707404,0.526617369940281,0.30273483838811,1.73953342385111,0.0819409783246219,0.278420306100657
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333954131,6.01259111206699,1.82581151506065e-09,9.56813681508427e-08
"ENSG00000008323",11.0031983554828,0.405444187986831,0.584041381862171,0.694204555667106,0.487553936048168,0.761394551603373
"ENSG00000008324",122.640499235734,0.570316063532953,0.253286891279433,2.25166040236865,0.0243437408116831,0.121919958529412
"ENSG00000008382",158.890722523391,0.132423892708534,0.205625800843549,0.644004264860173,0.519572668418082,0.782841291899823
"ENSG00000008394",3683.6269984121,0.00405145647153343,0.37771432660866,0.0107262451702846,0.991441858689249,0.997067573871502
"ENSG00000008405",286.125102009691,0.086297681830947,0.187468459130055,0.460331739170474,0.645278122737509,0.863252851451513
"ENSG00000008438",1.71601671351819,2.69572186153635,1.61974087902027,1.66429204600115,0.0960540811639283,NA
"ENSG00000008441",11031.7971096393,-0.312692593643877,0.144617244236548,-2.16220821586402,0.0306021305562585,0.143511462246456
"ENSG00000008513",1583.37114858265,-0.562139412912094,0.225853185595308,-2.4889594159604,0.0128117589671936,0.0779879781182266
"ENSG00000008516",23.9019134428755,-0.178258532289749,0.486706312994545,-0.366254818420132,0.714174940405775,0.899586234722303
"ENSG00000008517",119.607617110672,-0.900335920469093,0.415638409018376,-2.16615187849323,0.0302995829721474,0.142541919987678
"ENSG00000008710",5182.00878157707,0.404539834888908,0.145972294921154,2.77134667991223,0.00558249554557291,0.0412401294991058
"ENSG00000008735",19.7100642494594,0.378465888242764,0.432176975745274,0.875719692355458,0.381182437206451,0.68013760738592
"ENSG00000008838",1158.52573912739,-0.0257298840860149,0.124753943889077,-0.206245055538222,0.836599495075876,0.95234947553177
"ENSG00000008853",845.571636260842,0.364274124885515,0.177902833496067,2.04760159086262,0.0405990533493356,0.173626111262346
"ENSG00000008869",715.562444905458,0.102813344605356,0.112367270021234,0.914975905225138,0.360204279430739,0.661817883473476
"ENSG00000008952",5171.56671072198,0.0829560960477685,0.141494926483797,0.586283184204969,0.557685229404575,0.810369890849833
"ENSG00000008988",10959.3107578206,-0.0290054280900591,0.143611669248233,-0.201971248171506,0.839939201593309,0.953531953795746
"ENSG00000009307",15902.4117972056,-0.0196345853419289,0.102492947435478,-0.191570111243892,0.848078956616903,0.955902842252024
"ENSG00000009335",2127.18026041807,0.197193707147104,0.0931986520208631,2.11584291050649,0.0343581702083198,0.15514445074687
"ENSG00000009413",8391.06888900911,0.969287576217049,0.150655684985085,6.4337935625397,1.24457868739373e-10,8.45253104061795e-09
"ENSG00000009694",10.1257165658402,1.2632019508081,1.21706570609346,1.03790776823606,0.299312996602414,0.602686436157002
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653313,0.277519332574329,-1.61325031845629,0.106690135414854,0.33117895078048
"ENSG00000009765",10.717478680374,1.60313346278421,0.94161796590039,1.70253066619355,0.088655934852324,0.293036694312188
"ENSG00000009780",176.843521397315,0.426821765706204,0.188717494440361,2.26169686584668,0.0237161385130501,0.119872593234344
"ENSG00000009790",5.5982365472662,0.327318655578154,0.709782962406541,0.461153159366308,0.644688724776278,NA
"ENSG00000009830",429.561114742382,0.117386571221999,0.142679360052816,0.822729869117342,0.410661625695509,0.70620676336222
"ENSG00000009844",867.146195689117,-0.101431793723837,0.127326807711196,-0.79662559320505,0.425668508999722,0.717374363457716
"ENSG00000009950",6.89942793039643,0.61425242023597,0.930433657701922,0.66017863299691,0.509139202374812,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664716,0.0833381498357185,-0.280368765235741,0.779194598171216,0.928126639486058
"ENSG00000010017",2202.06085895341,0.716872638971717,0.156810110094761,4.57159706436344,4.84020990774311e-06,0.000115259401026367
